,roc,prc,cost,delay(p>=0.1),delay(p>=0.3),delay(p>=0.5),delay(p>=0.7),lambda,seed
0,0.6842045689255631,0.6554679372524364,14.732500076293945,0.4251798093318939,0.27889445424079895,0.17770670354366302,0.15075376629829407,310.0,0
1,0.6858657969948548,0.6577879717076358,14.839250564575195,0.41750669479370117,0.19684961438179016,0.14801278710365295,0.21685346961021423,310.0,0
2,0.6873916898400032,0.6573231053674247,14.881750106811523,0.413444459438324,0.23047931492328644,0.23755139112472534,0.18438345193862915,310.0,0
3,0.6860299939379895,0.6572239713255352,14.931751251220703,0.4259922206401825,0.2701971232891083,0.13476473093032837,0.18148432672023773,310.0,0
4,0.6843792085633875,0.6552941622467107,14.85675048828125,0.3997231721878052,0.2522226572036743,0.14116033911705017,0.17104753851890564,310.0,0
0,0.6854589517087817,0.6548726000083998,8.804998397827148,0.386453241109848,0.2768650949001312,0.16948376595973969,0.15075376629829407,310.0,1
1,0.6900405659331802,0.6585640599637763,8.871750831604004,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,310.0,1
2,0.6864911517316191,0.6574932753113389,8.829249382019043,0.3981885612010956,0.23163898289203644,0.23115576803684235,0.1901816725730896,310.0,1
3,0.6881318092666479,0.6585078225125512,9.006750106811523,0.44251197576522827,0.24671433866024017,0.1370488703250885,0.14843448996543884,310.0,1
4,0.6841561337135105,0.6537024483263614,8.854249954223633,0.37182924151420593,0.2252609133720398,0.1370488852262497,0.16177037358283997,310.0,1
0,0.6845998170481871,0.6538067604814327,8.351249694824219,0.3853699862957001,0.2704870402812958,0.1562357246875763,0.15597215294837952,310.0,2
1,0.6897138512741977,0.6582638559407723,8.431249618530273,0.3980080187320709,0.1672787070274353,0.12243032455444336,0.18264397978782654,310.0,2
2,0.6870875397976867,0.6591629107705506,8.388750076293945,0.3797731101512909,0.22120214998722076,0.23298311233520508,0.19308075308799744,310.0,2
3,0.6926232175002351,0.6606199914525358,8.536249160766602,0.4360124170780182,0.2409161478281021,0.1306532621383667,0.15133360028266907,310.0,2
4,0.6865406364607262,0.6533252023758109,8.459750175476074,0.38085639476776123,0.21685348451137543,0.13750571012496948,0.1432160586118698,310.0,2
0,0.6795778254678327,0.6532630055737374,5.450999736785889,0.457858145236969,0.2032276690006256,0.13248059153556824,0.14901429414749146,310.0,3
1,0.6773017903081717,0.6527203356595515,5.358499526977539,0.4526223838329315,0.20786626636981964,0.1210598349571228,0.18090452253818512,310.0,3
2,0.6791254311416057,0.6539682587076299,5.372999668121338,0.43655404448509216,0.25599148869514465,0.14116033911705017,0.187282532453537,310.0,3
3,0.6792961350904767,0.6524477681860786,5.383000373840332,0.4648090898990631,0.22989949584007263,0.17039744555950165,0.18206414580345154,310.0,3
4,0.6819587073812114,0.653757047297904,5.377500057220459,0.4228326976299286,0.22844991087913513,0.178163543343544,0.13567836582660675,310.0,3
0,0.6777612163986619,0.6506650935838622,8.019749641418457,0.40622273087501526,0.27947428822517395,0.18638646602630615,0.18554306030273438,310.0,4
1,0.6949156251259421,0.6582043556453188,8.038749694824219,0.42364516854286194,0.21105529367923737,0.14116032421588898,0.13451874256134033,310.0,4
2,0.6912665592800816,0.6547446516701727,8.015998840332031,0.44151899218559265,0.25454193353652954,0.24714481830596924,0.24758407473564148,310.0,4
3,0.6910988989306681,0.6557109662279752,8.144000053405762,0.46336475014686584,0.23192885518074036,0.12928277254104614,0.16177037358283997,310.0,4
4,0.6829004390339741,0.6514821757792508,8.097249984741211,0.3813979923725128,0.237147256731987,0.1690269559621811,0.16350984573364258,310.0,4
0,0.6855170949535861,0.6541283310615367,8.83549976348877,0.4095627963542938,0.27019715309143066,0.16948376595973969,0.16119053959846497,250.0,0
1,0.6898490815466355,0.6586278526560773,8.874249458312988,0.41272228956222534,0.17539621889591217,0.14207400381565094,0.1774255633354187,250.0,0
2,0.686303025799648,0.6575771854411129,8.830499649047852,0.3980080187320709,0.2267104834318161,0.23115576803684235,0.1901816725730896,250.0,0
3,0.6882280499805209,0.6583434833021018,9.022500038146973,0.4457617700099945,0.24381524324417114,0.14116032421588898,0.1548125147819519,250.0,0
4,0.6843985196771853,0.6532624943792439,8.854000091552734,0.36839890480041504,0.2252609133720398,0.13978984951972961,0.1652493178844452,250.0,0
0,0.6883416077257889,0.6531917208996074,8.01449966430664,0.38401588797569275,0.23192885518074036,0.18912744522094727,0.15133358538150787,250.0,1
1,0.699179970344846,0.6576217908748018,8.062249183654785,0.3891613781452179,0.19221104681491852,0.17085427045822144,0.14959409832954407,250.0,1
2,0.6869317389909859,0.6562287056527087,8.030499458312988,0.3719194829463959,0.2507730722427368,0.2201918512582779,0.18322379887104034,250.0,1
3,0.6921181374178857,0.6590875542791493,8.145500183105469,0.40676435828208923,0.18554309010505676,0.1598903387784958,0.15249322354793549,250.0,1
4,0.6928224683129811,0.6587415511356518,8.024749755859375,0.37715524435043335,0.2516428232192993,0.15029692649841309,0.13335908949375153,250.0,1
0,0.6738909648336221,0.6224443091062005,3.5349996089935303,0.8333884477615356,0.599536120891571,0.6998628973960876,0.6035948991775513,250.0,2
1,0.6668304438029796,0.6172780721791631,3.5467498302459717,0.8229169845581055,0.7340548634529114,0.7322978377342224,0.571704626083374,250.0,2
2,0.6670860536815378,0.617800505017676,3.505000114440918,0.8600187301635742,0.7352145314216614,0.6304248571395874,0.5160417556762695,250.0,2
3,0.6750185659566894,0.6166615911882637,3.5607495307922363,0.8768994808197021,0.7914572358131409,0.6409319043159485,0.5583687424659729,250.0,2
4,0.6798780922970485,0.6242548216723871,3.4992499351501465,0.7855444550514221,0.7076730132102966,0.6253997087478638,0.6418631672859192,250.0,2
0,0.684045199760878,0.6554589460805533,5.421999931335449,0.42581167817115784,0.3331078886985779,0.1877569556236267,0.14727482199668884,250.0,3
1,0.6843820947352866,0.6552375984137607,5.3667497634887695,0.43863025307655334,0.22265170514583588,0.13887616991996765,0.13219943642616272,250.0,3
2,0.6720375701917005,0.6527414053560957,5.3857502937316895,0.4351096749305725,0.25425201654434204,0.1082686111330986,0.17336681485176086,250.0,3
3,0.6747152030521635,0.6498029959301971,5.397249698638916,0.4438660144805908,0.24758408963680267,0.17085428535938263,0.1762659251689911,250.0,3
4,0.6809394688939937,0.6571750228121103,5.426750659942627,0.4178677797317505,0.21308466792106628,0.153037890791893,0.15017391741275787,250.0,3
0,0.6839920941979338,0.65645596075855,6.511000156402588,0.43213072419166565,0.2716466784477234,0.19004110991954803,0.1321994662284851,250.0,4
1,0.6734290723780545,0.652641168296762,6.480000019073486,0.41398611664772034,0.17278701066970825,0.17679305374622345,0.09856978058815002,250.0,4
2,0.6882131993142035,0.656928375281848,6.4202494621276855,0.36343392729759216,0.237147256731987,0.1653723120689392,0.17104753851890564,250.0,4
3,0.6746432586580959,0.6550236432099157,6.490750312805176,0.4178677797317505,0.2707769572734833,0.1813613474369049,0.14959414303302765,250.0,4
4,0.688696974200352,0.6596695163021871,6.5254998207092285,0.39782747626304626,0.23134902119636536,0.1818181872367859,0.11074602603912354,250.0,4
0,0.6854589517087817,0.6548726000083998,8.804998397827148,0.386453241109848,0.2768650949001312,0.16948376595973969,0.15075376629829407,320.0,0
1,0.6900405659331802,0.6585640599637763,8.871750831604004,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,320.0,0
2,0.6864911517316191,0.6574932753113389,8.829249382019043,0.3981885612010956,0.23163898289203644,0.23115576803684235,0.1901816725730896,320.0,0
3,0.6881318092666479,0.6585078225125512,9.006750106811523,0.44251197576522827,0.24671433866024017,0.1370488703250885,0.14843448996543884,320.0,0
4,0.684155818858394,0.6537010266372985,8.854249954223633,0.37182924151420593,0.2252609133720398,0.1370488852262497,0.16177037358283997,320.0,0
0,0.6854589517087817,0.6548726000083998,8.804998397827148,0.386453241109848,0.2768650949001312,0.16948376595973969,0.15075376629829407,320.0,1
1,0.6900405659331802,0.6585640599637763,8.871750831604004,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,320.0,1
2,0.6864911517316191,0.6574932753113389,8.829249382019043,0.3981885612010956,0.23163898289203644,0.23115576803684235,0.1901816725730896,320.0,1
3,0.6881318092666479,0.6585078225125512,9.006750106811523,0.44251197576522827,0.24671433866024017,0.1370488703250885,0.14843448996543884,320.0,1
4,0.684155818858394,0.6537010266372985,8.854249954223633,0.37182924151420593,0.2252609133720398,0.1370488852262497,0.16177037358283997,320.0,1
0,0.685990427145045,0.6544715244016515,8.769000053405762,0.3807661235332489,0.26555854082107544,0.17359523475170135,0.15133357048034668,320.0,2
1,0.6915924868012735,0.6583898737120075,8.83349895477295,0.41642341017723083,0.1922110617160797,0.12562814354896545,0.18786238133907318,320.0,2
2,0.6867697985095178,0.6569802042776522,8.785999298095703,0.3901543617248535,0.22873984277248383,0.22521699965000153,0.1907614916563034,320.0,2
3,0.6880153653494807,0.6578575835649161,8.969499588012695,0.4370054006576538,0.2406262308359146,0.13796253502368927,0.1310398131608963,320.0,2
4,0.6839688998710354,0.6546154130999329,8.793000221252441,0.38094666600227356,0.21685348451137543,0.14207400381565094,0.16350984573364258,320.0,2
0,0.6675310489125325,0.6188932178366033,12.414501190185547,0.9228478074073792,0.5850406289100647,0.5276381969451904,0.7508697509765625,320.0,3
1,0.6639350361537635,0.6155071753693275,12.500500679016113,0.9905515313148499,0.6609972715377808,0.5893101692199707,0.7844994068145752,320.0,3
2,0.6727032788592001,0.6282266990493539,12.5649995803833,0.94875568151474,0.6088132858276367,0.5682960152626038,0.694047212600708,320.0,3
3,0.6617303681537904,0.6134940879237585,12.38550090789795,1.0250353813171387,0.580112099647522,0.6285975575447083,0.9462698698043823,320.0,3
4,0.6648596606785422,0.6154277917878856,12.474749565124512,0.943790853023529,0.7073830962181091,0.5513933300971985,0.8210281729698181,320.0,3
0,0.6857293073019519,0.654908368019277,8.80224895477295,0.386453241109848,0.27744489908218384,0.17039744555950165,0.15191338956356049,320.0,4
1,0.6897266553822593,0.6583833016440446,8.869000434875488,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,320.0,4
2,0.6864296500322411,0.6574176562514009,8.82149887084961,0.39277222752571106,0.23163898289203644,0.23115576803684235,0.1901816725730896,320.0,4
3,0.6878045698491382,0.6588532527112849,8.996249198913574,0.4440465569496155,0.24584461748600006,0.14116032421588898,0.11422496289014816,320.0,4
4,0.6841163045413022,0.6537999863302146,8.851500511169434,0.368489146232605,0.22033241391181946,0.13796254992485046,0.16177037358283997,320.0,4
0,0.6858718317179167,0.6534400901423436,8.755749702453613,0.3823007345199585,0.2997680902481079,0.20922796428203583,0.16235019266605377,280.0,0
1,0.6901113033826355,0.6569343424257885,8.831500053405762,0.40929198265075684,0.21105527877807617,0.15395157039165497,0.15887126326560974,280.0,0
2,0.6875018891306977,0.6575558661290163,8.766999244689941,0.3998134434223175,0.24091611802577972,0.24668797850608826,0.21163508296012878,280.0,0
3,0.6880859453713779,0.657458978418209,8.965749740600586,0.43781784176826477,0.25773096084594727,0.14161716401576996,0.12524157762527466,280.0,0
4,0.685020725862787,0.6537265375878798,8.800250053405762,0.37896066904067993,0.25686123967170715,0.15166743099689484,0.1304599642753601,280.0,0
0,0.669907942661105,0.6082327151807447,3.615000009536743,0.9362080097198486,0.8010243773460388,0.6989492774009705,0.692307710647583,280.0,1
1,0.6585627157807064,0.6019849149307961,3.6075000762939453,0.980350911617279,0.8169694542884827,0.8492461442947388,0.8303053975105286,280.0,1
2,0.6569333930298633,0.6109467462029754,3.630000114440918,0.8982938528060913,0.7729030251502991,0.6980355978012085,0.6064940094947815,280.0,1
3,0.6564733372291407,0.6017812422978563,3.661999464035034,0.974031925201416,0.8132005929946899,0.6838739514350891,0.7810205221176147,280.0,1
4,0.6723361577936298,0.6168949882918783,3.631500005722046,0.896849513053894,0.6607073545455933,0.6637734174728394,0.692307710647583,280.0,1
0,0.6857845643748572,0.6548602229520796,8.765998840332031,0.386724054813385,0.2707769572734833,0.16948376595973969,0.15075376629829407,280.0,2
1,0.6889615049738713,0.6579196227884059,8.831499099731445,0.41118767857551575,0.17539621889591217,0.13978984951972961,0.18496325612068176,280.0,2
2,0.6867565221187819,0.6578499678729514,8.793749809265137,0.3969247341156006,0.2270003855228424,0.23161260783672333,0.1896018385887146,280.0,2
3,0.6904947969142519,0.6593062785720629,8.943750381469727,0.441338449716568,0.24352532625198364,0.1370488703250885,0.14843448996543884,280.0,2
4,0.6844876761509423,0.6537751557176277,8.797499656677246,0.3755303621292114,0.2258407324552536,0.13796254992485046,0.15597215294837952,280.0,2
0,0.6704248822861671,0.6181108246801897,8.750249862670898,1.014563798904419,1.101372241973877,1.1557788848876953,1.1521066427230835,280.0,3
1,0.6844345181121455,0.6234900820274285,8.880749702453613,0.9625673294067383,1.156455397605896,1.1777065992355347,1.2106688022613525,280.0,3
2,0.6773654959933637,0.6245810479340614,8.937000274658203,1.0116751194000244,0.9999033212661743,1.0603015422821045,0.9996134042739868,280.0,3
3,0.6776304465737046,0.625261288594359,8.961249351501465,0.9401798844337463,0.9917857646942139,1.1132937669754028,1.1294935941696167,280.0,3
4,0.6714625397976867,0.6218796977072961,8.961999893188477,0.979989767074585,1.0674526691436768,1.116491436958313,1.1828372478485107,280.0,3
0,0.6827879308057604,0.6530295450365453,8.187748908996582,0.36054521799087524,0.20496715605258942,0.10598447173833847,0.16814841330051422,280.0,4
1,0.6927343088804256,0.6582118508113213,8.247749328613281,0.39024463295936584,0.19887901842594147,0.14709913730621338,0.1553923338651657,280.0,4
2,0.6831778263914077,0.6578632480818758,8.281499862670898,0.36271172761917114,0.22352145612239838,0.18547283113002777,0.16061075031757355,280.0,4
3,0.6898566905452788,0.6595755394817628,8.274749755859375,0.4021604657173157,0.19858910143375397,0.12060300260782242,0.11190567910671234,280.0,4
4,0.6844741898567954,0.6577825267288271,8.128998756408691,0.3617187738418579,0.25628140568733215,0.15121059119701385,0.11654424667358398,280.0,4
0,0.672574660544204,0.6232639155038385,4.447499752044678,0.7962867617607117,0.6004058122634888,0.5902238488197327,0.6024352312088013,350.0,0
1,0.6705738087561628,0.6178530405413197,4.4317498207092285,0.8118135333061218,0.7331851124763489,0.6660575270652771,0.5705450177192688,350.0,0
2,0.6673547825232741,0.6197459694582961,4.412499904632568,0.8627268075942993,0.7340548634529114,0.6290543079376221,0.5137224793434143,350.0,0
3,0.6763421119137818,0.6184590880872541,4.430749416351318,0.8688652515411377,0.7897177934646606,0.6322521567344666,0.5548897981643677,350.0,0
4,0.6803137468262603,0.6249222347802864,4.404249668121338,0.7847321033477783,0.6763625741004944,0.6249428987503052,0.6006957292556763,350.0,0
0,0.6897334772431118,0.6562661423718563,8.55224895477295,0.3731832802295685,0.2649787366390228,0.1626313179731369,0.1774255633354187,350.0,1
1,0.696075656325985,0.657938438298383,8.527748107910156,0.395390123128891,0.20960570871829987,0.13978984951972961,0.1408967822790146,350.0,1
2,0.6888455333393786,0.6587796460225793,8.478248596191406,0.37805795669555664,0.237727090716362,0.2489721179008484,0.18554307520389557,350.0,1
3,0.6914724220502693,0.6573443353312618,8.673998832702637,0.4110071361064911,0.21598376333713531,0.1434444785118103,0.118283711373806,350.0,1
4,0.6860335098201211,0.6560436446595004,8.500248908996582,0.35783708095550537,0.2272903025150299,0.13887619972229004,0.1658291518688202,350.0,1
0,0.6854589517087817,0.6548726000083998,8.804998397827148,0.386453241109848,0.2768650949001312,0.16948376595973969,0.15075376629829407,350.0,2
1,0.6900405659331802,0.6585640599637763,8.871750831604004,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,350.0,2
2,0.6864911517316191,0.6574932753113389,8.829249382019043,0.3981885612010956,0.23163898289203644,0.23115576803684235,0.1901816725730896,350.0,2
3,0.6881318092666479,0.6585078225125512,9.006750106811523,0.44251197576522827,0.24671433866024017,0.1370488703250885,0.14843448996543884,350.0,2
4,0.684155818858394,0.6537010266372985,8.854249954223633,0.37182924151420593,0.2252609133720398,0.1370488852262497,0.16177037358283997,350.0,2
0,0.6854589517087817,0.6548726000083998,8.804998397827148,0.386453241109848,0.2768650949001312,0.16948376595973969,0.15075376629829407,350.0,3
1,0.6900405659331802,0.6585640599637763,8.871750831604004,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,350.0,3
2,0.6864911517316191,0.6574932753113389,8.829249382019043,0.3981885612010956,0.23163898289203644,0.23115576803684235,0.1901816725730896,350.0,3
3,0.6881318092666479,0.6585078225125512,9.006750106811523,0.44251197576522827,0.24671433866024017,0.1370488703250885,0.14843448996543884,350.0,3
4,0.684155818858394,0.6537010266372985,8.854249954223633,0.37182924151420593,0.2252609133720398,0.1370488852262497,0.16177037358283997,350.0,3
0,0.6854589517087817,0.6548726000083998,8.804998397827148,0.386453241109848,0.2768650949001312,0.16948376595973969,0.15075376629829407,350.0,4
1,0.6900093952766695,0.6585648333917893,8.874000549316406,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,350.0,4
2,0.6872929827610527,0.6577682058391514,8.829249382019043,0.3981885612010956,0.23163898289203644,0.23115576803684235,0.1901816725730896,350.0,4
3,0.6881346429626943,0.6585082591746847,9.006750106811523,0.44251197576522827,0.24671433866024017,0.1370488703250885,0.14843448996543884,350.0,4
4,0.6841597020714948,0.6537053100996459,8.854249954223633,0.37182924151420593,0.2252609133720398,0.1370488852262497,0.16177037358283997,350.0,4
0,0.686522479815688,0.6552178057805074,4.412749767303467,0.47582221031188965,0.15945109724998474,0.1557788848876953,0.13277927041053772,300.0,0
1,0.6728677906574512,0.6479183582812155,4.354499816894531,0.45496949553489685,0.20003865659236908,0.1658291220664978,0.12524157762527466,300.0,0
2,0.6787968273519257,0.6533481594128925,4.397250175476074,0.4983901381492615,0.22960956394672394,0.18227501213550568,0.21627368032932281,300.0,0
3,0.668397635144212,0.6516534253613313,4.413000106811523,0.4738362431526184,0.22091227769851685,0.12928277254104614,0.14901429414749146,300.0,0
4,0.6778481688866052,0.6514813442320344,4.409249782562256,0.466975599527359,0.24729415774345398,0.18044766783714294,0.18148432672023773,300.0,0
0,0.6738909648336221,0.6224443091062005,3.5349996089935303,0.8333884477615356,0.599536120891571,0.6998628973960876,0.6035948991775513,300.0,1
1,0.6668304438029796,0.6172780721791631,3.5467498302459717,0.8229169845581055,0.7340548634529114,0.7322978377342224,0.571704626083374,300.0,1
2,0.6670860536815378,0.617800505017676,3.505000114440918,0.8600187301635742,0.7352145314216614,0.6304248571395874,0.5160417556762695,300.0,1
3,0.6750185659566894,0.6166615911882637,3.5607495307922363,0.8768994808197021,0.7914572358131409,0.6409319043159485,0.5583687424659729,300.0,1
4,0.6798815557033275,0.624255439192819,3.4992499351501465,0.7855444550514221,0.7076730132102966,0.6253997087478638,0.6418631672859192,300.0,1
0,0.6854589517087817,0.6548808306977926,8.804998397827148,0.386453241109848,0.2768650949001312,0.16948376595973969,0.15075376629829407,300.0,2
1,0.6900405659331802,0.6585640599637763,8.871750831604004,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,300.0,2
2,0.6864911517316192,0.657502663090263,8.829249382019043,0.3981885612010956,0.23163898289203644,0.23115576803684235,0.1901816725730896,300.0,2
3,0.6881322290734695,0.6585182682821225,9.006750106811523,0.44251197576522827,0.24700425565242767,0.13933300971984863,0.14843448996543884,300.0,2
4,0.6841526703072314,0.6536900452045349,8.854249954223633,0.3769747018814087,0.2252609133720398,0.1370488852262497,0.16177037358283997,300.0,2
0,0.6727749083981515,0.6496187674101505,4.873499870300293,0.448740690946579,0.22931964695453644,0.13248056173324585,0.09683028608560562,300.0,3
1,0.6845264558060963,0.6493134209696441,4.847500324249268,0.449733704328537,0.22178196907043457,0.13933300971984863,0.12002318352460861,300.0,3
2,0.6726431940078452,0.6521210369343766,4.922999858856201,0.4434146583080292,0.24178583920001984,0.14161716401576996,0.14611516892910004,300.0,3
3,0.6743948379713591,0.6497128849466212,4.870250225067139,0.4463033676147461,0.2487437129020691,0.1589767187833786,0.16988787055015564,300.0,3
4,0.6819057067699728,0.6543567518323012,4.809000015258789,0.4607468247413635,0.20931579172611237,0.14892646670341492,0.1304599791765213,300.0,3
0,0.6869983308480769,0.6563207801610387,8.65424919128418,0.4188607931137085,0.28092384338378906,0.17085425555706024,0.15597215294837952,300.0,4
1,0.6917811899676245,0.6581983573944195,8.701750755310059,0.4166039526462555,0.17539621889591217,0.1781635582447052,0.22265170514583588,300.0,4
2,0.6862621995862384,0.6576466892220902,8.728499412536621,0.40866005420684814,0.22265173494815826,0.23115576803684235,0.20003865659236908,300.0,4
3,0.6865901211898333,0.6577927917802825,8.797749519348145,0.45894142985343933,0.2507731020450592,0.14618545770645142,0.18438346683979034,300.0,4
4,0.6846540246040382,0.6545437070055611,8.719500541687012,0.4092017114162445,0.25512173771858215,0.1845591515302658,0.21047544479370117,300.0,4
0,0.6854589517087817,0.6548726000083998,8.804998397827148,0.386453241109848,0.2768650949001312,0.16948376595973969,0.15075376629829407,400.0,0
1,0.6900405659331802,0.6585640599637763,8.871750831604004,0.41272228956222534,0.17162737250328064,0.14207400381565094,0.1774255633354187,400.0,0
2,0.6864912566833246,0.657493281901008,8.829249382019043,0.3981885612010956,0.23163898289203644,0.23115576803684235,0.1901816725730896,400.0,0
3,0.6881318092666479,0.6585078225125512,9.006750106811523,0.44251197576522827,0.24671433866024017,0.1370488703250885,0.14843448996543884,400.0,0
4,0.684155818858394,0.6537010266372985,8.854249954223633,0.37182924151420593,0.2252609133720398,0.1370488852262497,0.16177037358283997,400.0,0
0,0.684998895908059,0.653103202713975,5.57450008392334,0.41967320442199707,0.1771356463432312,0.13522155582904816,0.09683029353618622,400.0,1
1,0.6844133178676499,0.6544275383655989,5.488749980926514,0.41371530294418335,0.2374371737241745,0.16765646636486053,0.11190565675497055,400.0,1
2,0.6662252922695093,0.6519426926617293,5.482249736785889,0.46336475014686584,0.2820834815502167,0.11238007247447968,0.17162735760211945,400.0,1
3,0.6761589711878182,0.6521587580255971,5.538000106811523,0.4409773647785187,0.25309237837791443,0.18455913662910461,0.17974485456943512,400.0,1
4,0.6809251954620561,0.6552781865555253,5.483749866485596,0.4173261523246765,0.23395825922489166,0.14253079891204834,0.15075375139713287,400.0,1
0,0.6854823034632384,0.6548928451722785,8.804749488830566,0.38834893703460693,0.2771550118923187,0.16994060575962067,0.15133358538150787,400.0,2
1,0.6900477026491489,0.6582171579694437,8.849750518798828,0.4110974073410034,0.17539621889591217,0.14253082871437073,0.1774255633354187,400.0,2
2,0.6862831374514704,0.6575569936892316,8.826499938964844,0.3980080187320709,0.2270003855228424,0.23069892823696136,0.19887898862361908,400.0,2
3,0.6883248679287739,0.6585706543689573,8.998498916625977,0.43673455715179443,0.24410516023635864,0.13796253502368927,0.1542327105998993,400.0,2
4,0.6844519400952458,0.6541726671632897,8.843999862670898,0.37336382269859314,0.2246810793876648,0.14527180790901184,0.16119053959846497,400.0,2
0,0.6839980239692902,0.6535436074147047,7.885749340057373,0.39367496967315674,0.19829918444156647,0.10644129663705826,0.1519133746623993,400.0,3
1,0.6957793776615753,0.6598568438337389,7.9287495613098145,0.4060421884059906,0.16090062260627747,0.1498401015996933,0.15191338956356049,400.0,3
2,0.6864252945364662,0.6558287677663278,7.93174934387207,0.40739622712135315,0.1887321174144745,0.1407034993171692,0.1896018236875534,400.0,3
3,0.689964003664074,0.657102462835534,7.963748931884766,0.4036048352718353,0.19916890561580658,0.15166743099689484,0.10726708918809891,400.0,3
4,0.6870345916623006,0.6596195268688565,7.903998851776123,0.387265682220459,0.2391766458749771,0.14892645180225372,0.10610745847225189,400.0,3
0,0.6862689689712382,0.6546531548906607,8.799498558044434,0.3860921263694763,0.2728063464164734,0.16994060575962067,0.14959412813186646,400.0,4
1,0.6903943581321619,0.6580096976317242,8.841750144958496,0.413444459438324,0.180034801363945,0.1365920603275299,0.1791650503873825,400.0,4
2,0.6867992899387418,0.6572947760626152,8.801749229431152,0.39520958065986633,0.23250868916511536,0.2261306494474411,0.18032468855381012,400.0,4
3,0.687901965031771,0.658295259776974,8.990499496459961,0.4407065510749817,0.24439504742622375,0.13933300971984863,0.11654426157474518,400.0,4
